"Section", "Metadata",
"Data Source","World Development Indicators",
"Last Updated Date","2024-02-21",
"Step size", "year",
"Start", "1960",
"End", "2022",

"Section", "Data",
"Country Code", "Country Name",                                 "1960",                 "1961",                 "1962",                 "1963",                 "1964",                 "1965",                 "1966",                 "1967",                 "1968",                 "1969",                 "1970",                 "1971",                 "1972",                 "1973",                 "1974",                 "1975",                 "1976",                 "1977",                 "1978",                 "1979",                 "1980",                 "1981",                 "1982",                 "1983",                 "1984",                 "1985",                 "1986",                 "1987",                 "1988",                 "1989",                 "1990",                 "1991",                 "1992",                 "1993",                 "1994",                 "1995",                 "1996",                 "1997",                 "1998",                 "1999",                 "2000",                 "2001",                 "2002",                 "2003",                 "2004",                 "2005",                 "2006",                 "2007",                 "2008",                 "2009",                 "2010",                 "2011",                 "2012",                 "2013",                 "2014",                 "2015",                 "2016",                 "2017",                 "2018",                 "2019",                 "2020",                 "2021",                 "2022",
"SVK", "Slovak Republic",                                       "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "0",                    "0",                    "0",                    "0.127829232",          "0.318509704",          "0.523210163",          "0.783290109",          "1.173381014",          "2.689809786",          "5.437758139",          "9.426803201",          "12.52832185",          "40.14",                "43.04",                "52.89",                "55.19",                "56.08",                "61.8",                 "66.05",                "70",                   "75.71",                "74.43999717",          "76.70999012",          "77.8826",              "79.98",                "77.63468203",          "80.47585728",          "81.62566752",          "80.44892248",          "82.8536605",           "89.92090413",          "88.92560523",          "",
"SVN", "Slovenia",                                              "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "0",                    "0",                    "0",                    "0.409792399",          "1.071570172",          "2.898985609",          "5.072272271",          "7.591923004",          "10.10460285",          "12.61093843",          "15.11025956",          "30.17591047",          "27.83888542",          "31.85479301",          "40.81",                "46.81",                "54.01",                "56.74",                "58",                   "64",                   "70",                   "67.33999481",          "68.34997453",          "72.6756",              "71.59",                "73.09865997",          "75.49850426",          "78.88542636",          "79.7499766",           "83.1083578",           "86.60130109",          "89.00399524",          "88.91242151",
"SWE", "Sweden",                                                "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "0.584192066",          "1.160519453",          "1.497871352",          "1.716364182",          "3.412810096",          "5.098024244",          "9.04359976",           "23.72794756",          "33.46751233",          "41.43278316",          "45.68765221",          "51.76566494",          "70.57",                "79.13",                "83.89",                "84.83",                "87.76",                "82.01",                "90",                   "91",                   "90",                   "92.76998606",          "93.17998801",          "94.7836",              "92.52",                "90.61019664",          "89.65094761",          "93.00626697",          "89.24696316",          "94.49344341",          "94.53943122",          "94.6703163",           "95.00970335",
"SWZ", "Eswatini",                                              "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "0",                    "0",                    "0",                    "0",                    "0",                    "0.00103175",           "0.050399009",          "0.088545986",          "0.096099605",          "0.4707176",            "0.926191777",          "1.28159005",           "1.816203807",          "2.437073851",          "3.228685073",          "3.696961073",          "3.696538789",          "4.1",                  "6.85",                 "8.94",                 "11.04",                "18.13",                "20.78178258",          "24.7",                 "25",                   "25.64304231",          "28.57",                "35.3",                 "43.7",                 "54.0343672",           "56.42093688",          "58.91291568",          "",
"SXM", "Sint Maarten (Dutch part)",                             "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",
"SYC", "Seychelles",                                            "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0.651474286",          "1.28295593",           "2.526177514",          "6.229054803",          "7.395629183",          "11.01510293",          "14.30417083",          "14.59250432",          "24.27213922",          "25.41326815",          "34.95197117",          "38.38",                "40.44",                "",                     "41",                   "43.16400446",          "47.076",               "50.4",                 "51.25470199",          "54.25961786",          "56.51470815",          "58.76981124",          "70.1",                 "74.75631315"           "75.46919577",          "81.59307191",          "",
"SYR", "Syrian Arab Republic",                                  "0",                    "",                     "",                     "",                     "",                     "0",                    "",                     "",                     "",                     "",                     "0",                    "",                     "",                     "",                     "",                     "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0.032607814",          "0.063687286",          "0.124295462",          "0.18169858",           "0.35375913",           "2.093101019",          "3.397972614",          "4.321593778",          "5.648106049",          "7.832551569",          "11.5",                 "14",                   "17.3",                 "20.7",                 "22.5",                 "24.3001",              "26.2",                 "28.09",                "29.97979724",          "31.86962727",          "32.7",                 "33.77",                "34.65",                "35.78",                "",                     "",
"TCA", "Turks and Caicos Islands",                              "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",
"TCD", "Chad",                                                  "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "",                     "0.000658168",          "0.004268504",          "0.012321728",          "0.035707076",          "0.045934134",          "0.166069665",          "0.320308555",          "0.360920107",          "0.3992577",            "0.581045764",          "0.847224521",          "1.19",                 "1.5",                  "1.7",                  "1.9",                  "2.1",                  "2.5",                  "2.9",                  "3.5",                  "5.8",                  "7.4",                  "8",                    "8.364171285",          "11.66019198",          "17.8688792",           "",
"TGO", "Togo",                                                  "0",                    "",                     "",                     "",                     "",                     "0",                    "",                     "",                     "",                     "",                     "0",                    "",                     "",                     "",                     "",                     "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0.010929139",          "0.211139465",          "0.305583935",          "0.590363264",          "0.8",                  "0.9",                  "1",                    "1.2",                  "1.5",                  "1.8",                  "2",                    "2.2",                  "2.4",                  "2.6",                  "3",                    "3.5",                  "4",                    "4.5",                  "5.7",                  "7.12",                 "11.31",                "12.36022497",          "15.5",                 "20.72732716",          "29.07583302",          "34.98405528",          "",
"THA", "Thailand",                                              "0",                    "",                     "",                     "",                     "",                     "0",                    "",                     "",                     "",                     "",                     "0",                    "",                     "",                     "",                     "",                     "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "5.22E-05",             "0.000343725",          "0.013580966",          "0.038614321",          "0.074825338",          "0.115472136",          "0.360522185",          "1.091218985",          "2.426242432",          "3.689041279",          "5.556326121",          "7.531250335",          "9.299027238",          "10.67730332",          "15.02600436",          "17.16071472",          "20.03",                "18.2",                 "20.1",                 "22.4",                 "23.66992562",          "26.46",                "28.94",                "34.89",                "39.31612674",          "47.50496562",          "52.89192934",          "56.81748093",          "66.65241946",          "77.84374066",          "85.26956666",          "87.97728101",
"TJK", "Tajikistan",                                            "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "",                     "",                     "",                     "0.032791858",          "0.048599595",          "0.051259133",          "0.055462827",          "0.064583777",          "0.077479907",          "0.298690024",          "3.772406207",          "7.197619518",          "8.78",                 "10.07",                "11.55",                "13.03",                "14.51",                "16",                   "17.49",                "18.98",                "20.47",                "21.96",                "",                     "",                     "",                     "",                     "",
"TKM", "Turkmenistan",                                          "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "",                     "",                     "",                     "0.04502077",           "0.133282183",          "0.175209518",          "0.302132016",          "0.425182632",          "0.754053983",          "0.997256559",          "1.319573118",          "1.406360688",          "1.75",                 "1.95",                 "3",                    "5",                    "7.1958",               "9.6",                  "12.2",                 "14.99677482",          "17.99032446",          "21.25099741",          "",                     "",                     "",                     "",                     "",
"TLS", "Timor-Leste",                                           "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "",                     "",                     "",                     "",                     "",                     "",                     "0",                    "0",                    "0",                    "0.099031768",          "0.5",                  "1",                    "1.5",                  "2",                    "3",                    "4",                    "7",                    "11",                   "17.5",                 "18.6",                 "21.2",                 "24.2",                 "27.6",                 "28.00455613",          "34.12927356",          "39.45131242",          "",
"TON", "Tonga",                                                 "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "0",                    "0",                    "0",                    "0",                    "0",                    "0.12323112",           "0.163793456",          "0.510866122",          "0.765134358",          "1.01796712",           "2.434398044",          "2.825371839",          "2.907297316",          "2.985817368",          "3.952373895",          "4.907782762",          "5.853944095",          "7.179865329",          "8.110769944",          "10",                   "16",                   "25",                   "30",                   "32.75396061",          "35.95444145",          "38.65127243",          "39.95",                "46.2",                 "53.4",                 "61.78962999",          "66.64843101",          "71.58657964",          "",
"TTO", "Trinidad and Tobago",                                   "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "0",                    "0",                    "0",                    "0",                    "0",                    "0.158149899",          "0.393080525",          "1.173174658",          "2.724825339",          "5.814250962",          "7.721411474",          "15.38462722",          "21.99867548",          "25.97176411",          "27.02427008",          "28.97671243",          "30.00374858",          "32.3",                 "34.8",                 "44.3",                 "48.5",                 "55.2",                 "57.5",                 "59.9",                 "62.4",                 "65.1",                 "67.8",                 "70.6",                 "",                     "78.96497802",          "78.67115844",          "79",                   "",
"TUN", "Tunisia",                                               "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "0",                    "0",                    "0",                    "0",                    "0.007379544",          "0.011191954",          "0.027615372",          "0.043656974",          "0.107940957",          "1.602494764",          "2.750740293",          "4.297966035",          "5.252887295",          "6.490845795",          "8.528817752",          "9.655086542",          "12.98640865",          "17.1",                 "27.53",                "34.07",                "36.8",                 "39.1",                 "41.4416",              "43.8",                 "46.16",                "46.49999434",          "49.59999484",          "55.50015506",          "64.19081023",          "66.6999983",           "72.80748713",          "78.98965145",          "",
"TUR", "Turkiye",                                               "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "0",                    "0",                    "0",                    "0.008457732",          "0.049869182",          "0.081691205",          "0.192724936",          "0.473695432",          "0.698805129",          "2.292117685",          "3.761685035",          "5.189481461",          "11.38",                "12.33",                "14.58",                "15.46",                "18.24",                "28.63",                "34.37",                "36.4",                 "39.82",                "43.06571043",          "45.13",                "46.25",                "51.04",                "53.74497914",          "58.34773401",          "64.68461768",          "71.04276084",          "73.97670229",          "77.6695605",           "81.40843745",          "83.43716576",
"TUV", "Tuvalu",                                                "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "",                     "",                     "",                     "",                     "5.241639585",          "5.7",                  "6.3",                  "6.9",                  "7.6",                  "8.3",                  "9.1",                  "10",                   "11.2",                 "12.8",                 "14.6",                 "16.5",                 "18.7",                 "21.2",                 "24.1",                 "27.3",                 "31",                   "35.2",                 "",                     "",                     "",                     "71.58657964",          "",
"TZA", "Tanzania",                                              "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "0.001622155",          "0.007900283",          "0.009244125",          "0.075130889",          "0.11719444",           "0.171300351",          "0.222484414",          "0.676962857",          "0.877574971",          "1.1",                  "1.3",                  "1.6",                  "1.9",                  "2.4",                  "2.9",                  "3.2",                  "3.95",                 "4.4",                  "7",                    "10",                   "13.50423285",          "15.99999943",          "17.1",                 "18.27725712",          "23.44750876",          "31.63313086",          "",
"UGA", "Uganda",                                                "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "0",                    "0",                    "0",                    "0",                    "0",                    "0.002863471",          "0.004625948",          "0.010319341",          "0.065289465",          "0.10554394",           "0.163714063",          "0.237945087",          "0.384093505",          "0.46484984",           "0.71997068",           "1.742205503",          "2.529363038",          "3.671965351",          "3.88",                 "4.1",                  "4.3",                  "4.6",                  "4.8",                  "5.1",                  "5.4",                  "5.8",                  "5.9",                  "5.9",                  "6",                    "6.017815092",          "6.1",                  "10.34242044",          "",
"UKR", "Ukraine",                                               "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "0",                    "0",                    "0",                    "0.00077697",           "0.013641246",          "0.043083985",          "0.098580381",          "0.198821885",          "0.301075792",          "0.405385448",          "0.716183762",          "1.238759547",          "1.873885116",          "3.148127588",          "3.489477881",          "3.749764415",          "4.506124564",          "6.55",                 "11",                   "17.9",                 "23.3",                 "28.70826284",          "35.27",                "40.954129",            "46.23597546",          "48.88464368",          "53.0009696",           "58.88947945",          "62.55315539",          "70.1248443",           "75.03790912",          "79.21829353",          "",
"URY", "Uruguay",                                               "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "0",                    "0",                    "0",                    "0",                    "0.062474386",          "0.310128582",          "1.847472089",          "3.363239668",          "6.987069365",          "9.972765285",          "10.53905775",          "11.12143768",          "11.4194702",           "15.93713672",          "17.06309834",          "20.08818956",          "29.4",                 "34",                   "39.3",                 "41.8",                 "46.4",                 "51.40466106",          "54.45376868",          "57.69",                "61.46",                "64.5707871",           "66.4",                 "70.3223544",           "80.72684288",          "83.35153377",          "86.31019103",          "90.07384089",          "89.87304314",
"USA", "United States",                                         "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "0.784728502",          "1.163193726",          "1.724202539",          "2.271673294",          "4.862780635",          "9.237088297",          "16.41935296",          "21.61640097",          "30.09319659",          "35.84872446",          "43.07916264",          "49.08083159",          "58.78540388",          "61.69711712",          "64.75825648",          "67.96805292",          "68.93119327",          "75",                   "74",                   "71",                   "71.69",                "69.72946076",          "74.7",                 "71.4",                 "73",                   "74.55420245",          "85.54442129",          "87.27488917",          "88.49890317",          "89.43028486",          "90.62047017",          "91.75320833",          "",
"UZB", "Uzbekistan",                                            "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "0",                    "0",                    "0",                    "0",                    "0",                    "0.001527093",          "0.004285074",          "0.010536935",          "0.020754437",          "0.030688343",          "0.484347308",          "0.597567994",          "1.081939742",          "1.912595178",          "2.593725421",          "3.343509888",          "6.388321967",          "7.490604681",          "9.080114523",          "11.9",                 "15.9",                 "18.6",                 "23.6",                 "26.8",                 "35.5",                 "42.8",                 "46.79128694",          "48.69999885",          "55.20000067",          "70.39999865",          "71.09999824",          "76.59043014",          "",
"VCT", "St. Vincent and the Grenadines",                        "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "0",                    "0",                    "0",                    "0",                    "0",                    "0.128634622",          "0.483248317",          "0.926371957",          "1.853997683",          "2.7820023",            "3.245037411",          "5.094809778",          "5.54959488",           "6.462274167",          "7.371165842",          "9.198278082",          "12",                   "16",                   "21",                   "31",                   "33.7",                 "36.7",                 "40",                   "43.5",                 "47.4",                 "49.4",                 "51.5",                 "53.7",                 "56",                   "73.96834305",          "80.429529",            "84.91281395",          "",
"VEN", "Venezuela, RB",                                         "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "0",                    "0",                    "0.012082134",          "0.041587233",          "0.055486978",          "0.122214848",          "0.24826058",           "0.390959318",          "1.383990391",          "2.839825767",          "3.359597465",          "4.636000948",          "4.910446327",          "7.499963465",          "8.404469592",          "12.55299791",          "15.22471148",          "20.83",                "25.88",                "32.7",                 "37.37",                "40.22",                "49.05008307",          "54.9",                 "57",                   "58",                   "60",                   "61.6",                 "",                     "",                     "",                     "",                     "",
"VGB", "British Virgin Islands",                                "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "0",                    "0",                    "0",                    "0",                    "0",                    "0",                    "",                     "",                     "",                     "",                     "",                     "",                     "18.88574127",          "",                     "",                     "",                     "",                     "",                     "",                     "36",                   "37",                   "37.4",                 "37.6",                 "",                     "",                     "",                     "77.70142968",          "77.70426829",          "",                     "",                     "",                     "",                     "",
"VIR", "Virgin Islands (U.S.)",                                 "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "",                     "0",                    "0",                    "0",                    "0",                    "0.940645283",          "2.801957634",          "4.647185664",          "6.948368986",          "9.245220221",          "11.07460593",          "13.81508054",          "18.37576604",          "27.49443238",          "27.42907299",          "27.37700879",          "27.34431967",          "27.33261054",          "27.33933584",          "27.36177742",          "27.39650968",          "31.22",                "35.6",                 "40.5479",              "45.3",                 "50.07",                "54.8391373",           "59.6083158",           "64.3774943",           "",                     "",                     "",                     "",                     "",
